-330131.6426;-1198096.1629
-347648.773400001;-1189858.5826
-334138.266399998;-1173824.005
-328478.686299998;-1179375.8137
-333399.657299999;-1190925.9217
-333754.804200001;-1190842.4539
-331653.884799998;-1194706.613
-330801.670899998;-1199423.0358
-332621.469000001;-1174363.3053
-328952.520500001;-1174643.3018
-333599.326200001;-1173963.5571
-331671.7245;-1186383.0039
-332933.922699999;-1197389.5764
-333546.809;-1218785.1999
-335821.0583;-1188757.2985
-331839.462000001;-1174585.7278
-332181.229200002;-1174630.0811
-331273.3079;-1199676.9064
-335988.635299999;-1189123.9872
-340990.1065;-1173772.0593
-336015.631900001;-1188942.0461
-335664.213399999;-1186830.9972
-331303.1373;-1188455.9323
-331210.822900001;-1198166.2313
-328425.6734;-1179364.9154
-347823.417300001;-1207776.4156
-348123.975900002;-1190378.8629
-347741.243700001;-1190159.4498
-347697.7335;-1190414.2759
-330715.089200001;-1206200.2697
-330755.258000001;-1206294.263
-347410.085099999;-1190856.4472
-349157.3015;-1187617.0453
-342371.900699999;-1193606.4808
-342107.477299999;-1193781.2045
-339878.566100001;-1196981.5484
-330644.4736;-1198718.5125
-330718.9936;-1198733.2617
-333229.703299999;-1184726.5224
-330661.9593;-1198473.0359
-331857.4406;-1198538.9945
-330502.185600001;-1198662.4109
-347723.506099999;-1190611.2445
-347706.6065;-1190536.8991
-330551.2951;-1198683.0324
-330786.760499999;-1198705.0535
-332258.7894;-1197175.6445
-332284.510400001;-1197125.0756
-331604.637600001;-1199592.3945
-330926.8488;-1198694.2833
-331080.6965;-1198474.1775
-330869.031399999;-1198718.6399
-330006.291099999;-1198149.4217
-328667.014400002;-1195982.4155
-328716.032200001;-1195903.0667
-337768.503800001;-1198285.1425
-338210.544399999;-1197846.0083
-331605.587200001;-1186449.4367
-330543.737;-1198641.0481
-332703.903700002;-1174329.4085
-334027.8114;-1173814.2285
-338286.255899999;-1191879.5345
-331681.977899998;-1186433.5285
-336246.945500001;-1189084.8886
-333510.554699998;-1197981.6179
-332354.889400002;-1197216.4695
-331236.005100001;-1199207.7007
-330664.840999998;-1206225.074
-330751.109299999;-1198603.6085
-331902.693;-1186074.746
-347786.988299999;-1190584.1553
-335885.561999999;-1188755.586
-328260.025699999;-1173211.6969
-336105.956599999;-1188779.4275
-347244.9509;-1190830.7966
-346210.9322;-1186617.6894
-335754.766199999;-1188790.2455
-329603.555500001;-1197580.8003
-336572.332800001;-1189167.9561
-332946.072500002;-1191007.5776
-330414.769499999;-1198597.3233
-347364.288800001;-1194473.7129
-346540.798900001;-1194842.8238
-327818.423500001;-1201382.5479
-330740.3972;-1199982.4177
-333947.677200001;-1213819.7404
-330248.653700002;-1198706.7365
-329067.937600002;-1199891.0129
-347734.9879;-1190621.3254
-330719.3781;-1198664.0716
-330623.6362;-1198653.8092
-330762.100000001;-1198638.9951
-330675.988400001;-1198659.1989
-329487.518800002;-1187189.4053
-331662.997200001;-1186321.0475
-347906.9936;-1196513.7761
-337335.4498;-1198161.3163
-338241.6072;-1198052.704
-347197.2711;-1194377.3431
-335934.1591;-1188924.6842
-334562.8814;-1213057.1594
-347208.641199999;-1194139.2011
-346315.2938;-1186661.7022
-331447.300099999;-1186203.9021
-336417.697099999;-1188980.1156
-334872.713199999;-1183677.3848
-331818.478700001;-1186523.4072
-332143.617199998;-1186148.1596
-332161.531100001;-1186218.4247
-331360.3484;-1186349.4523
-331339.956599999;-1186229.8356
-331551.043200001;-1186298.9766
-331544.791099999;-1186295.9283
-331465.852699999;-1186348.8166
-331497.895300001;-1186225.7476
-328284.939599998;-1173151.515
-347829.5407;-1190633.9146
-336167.694699999;-1188857.2014
-331807.862500001;-1186422.3824
-332096.492800001;-1186532.4852
-328275.030000001;-1179509.6011
-331163.745299999;-1198080.3378
-340629.8807;-1186857.3674
-347780.616099998;-1189446.848
-336099.857099999;-1188891.304
-336097.5944;-1188881.4137
-337312.638900001;-1183253.1893
-331363.750599999;-1199323.5328
-330889.1318;-1198227.1611
-336428.122400001;-1189142.9903
-331601.414500002;-1199244.4743
-331538.366099998;-1199158.1723
-330991.193500001;-1198803.5742
-331419.5845;-1198334.282
-331498.931600001;-1199269.8953
-331491.292599998;-1199275.4172
-328654.407000002;-1195981.9322
-333279.665600002;-1198138.5177
-331429.074000001;-1198814.318
-331727.980500001;-1199776.5007
-331935.245200001;-1199463.4455
-331254.367199998;-1199492.9404
