-333447.455600001;-1187914.7318
-330493.217099998;-1185296.3672
-330520.504000001;-1183899.4916
-346856.530000001;-1207595.8703
-337430.1329;-1197812.7436
-343185.044;-1190999.3972
-343190.361200001;-1191007.248
-332282.6741;-1187410.3907
-328417.3825;-1179431.4114
-327979.210499998;-1179934.671
-346629.608600002;-1206979.0886
-351231.925000001;-1190033.6218
-342183.598499998;-1193778.4096
-334576.954399999;-1174075.3639
-332968.213;-1191116.4904
-332780.687899999;-1191093.9914
-340968.325199999;-1174568.6028
-339303.303199999;-1197789.7873
-339218.2042;-1197762.3028
-338632.7733;-1190676.3365
-333383.488200001;-1174201.2162
-331857.0869;-1174727.6822
-338470.009399999;-1173122.7516
-347001.492400002;-1200397.4477
-346997.2491;-1200386.3356
-330583.194899999;-1186671.4871
-330567.064599998;-1186689.611
-339830.537599999;-1197832.1858
-339918.5396;-1197821.7501
-331476.678199999;-1186285.2851
-331479.603700001;-1186346.0269
-329864.8477;-1183233.8632
-338180.3455;-1197868.659
-334366.346299998;-1190767.3742
-336832.582400002;-1189412.2053
-335120.188000001;-1188993.568
-334165.245999999;-1199096.3933
-334210.837099999;-1199093.1089
-337422.059599999;-1198019.7678
-338910.219999999;-1190687.1384
-342166.975400001;-1193779.4956
-341313.733600002;-1190959.8683
-340369.549899999;-1197515.3447
-329571.592599999;-1193603.4011
-329423.437399998;-1187221.9561
-329425.1745;-1187246.2839
-328978.905200001;-1187999.2933
-328962.434;-1187989.125
-339010.602000002;-1196267.0594
-340450.237199999;-1174094.7028
-340444.6787;-1174106.6864
-341199.853999998;-1174080.9008
-342800.180300001;-1174747.6112
-329519.353999998;-1175523.5371
-330067.1085;-1175177.6566
-330628.7289;-1174992.1908
-330611.7936;-1174986.925
-331162.302200001;-1174596.9706
-331121.43;-1174589.5552
-328826.887499999;-1177465.4879
-328136.129500002;-1181289.9796
-334525.556400001;-1188662.4972
-334707.050999999;-1188723.3522
-331837.0557;-1194345.849
-337487.436099999;-1197667.3382
-354477.315299999;-1188394.7184
-329903.215700001;-1183245.8287
-346827.600499999;-1197384.486
-332335.5803;-1187428.8386
-336855.036400002;-1189418.202
-347428.066199999;-1194519.2694
-347434.139699999;-1194495.5044
-347234.644000001;-1193817.8987
-330496.634399999;-1183893.5994
-328438.653099999;-1179375.5576
-337751.031800002;-1189931.4882
-337743.7742;-1189889.3913
-347365.392299999;-1190781.6705
-347393.2751;-1190812.0121
-341303.280099999;-1190983.9605
-335728.049800001;-1188860.526
-338144.6642;-1191672.8631
-337613.438900001;-1193762.186
-342092.5966;-1192878.8416
-342411.1886;-1196719.7213
-342445.884399999;-1196708.6695
-339946.350900002;-1197815.1888
-342160.106699999;-1194917.8146
-342371.6875;-1196107.5572
-342225.085000001;-1195890.3439
-347615.276799999;-1190542.5473
-338117.626499999;-1198042.163
-338118.114799999;-1198054.2211
-338072.365699999;-1198042.5633
-338072.844099998;-1198055.5466
-338088.085999999;-1198041.8457
-338088.3136;-1198054.6772
-338102.8847;-1198055.054
-338140.891199999;-1198028.5554
-338103.513999999;-1198041.3796
-347025.640700001;-1197844.0814
-330510.638300002;-1185308.2123
-337429.921500001;-1193472.371
-337417.850000001;-1193474.6605
-337616.973900002;-1193762.3287
-338153.315099999;-1191688.2927
-338624.581099998;-1190668.3443
-347759.214600001;-1189558.4904
-343229.756900001;-1190846.5354
-332178.003800001;-1193308.4796
